"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Mississippi","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","47.6"
"Annual Survey of School System Finance","Mississippi","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","48.1"
"Annual Survey of School System Finance","Mississippi","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","48.3"
"Annual Survey of School System Finance","Mississippi","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","48.2"
"Annual Survey of School System Finance","Mississippi","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","47.4"
"Annual Survey of School System Finance","Mississippi","2012","SST","Revenue from state sources Total (%)","State and Local ","49.2"
"Annual Survey of School System Finance","Mississippi","2013","SST","Revenue from state sources Total (%)","State and Local ","49.9"
"Annual Survey of School System Finance","Mississippi","2014","SST","Revenue from state sources Total (%)","State and Local ","50.2"
"Annual Survey of School System Finance","Mississippi","2015","SST","Revenue from state sources Total (%)","State and Local ","50.8"
"Annual Survey of School System Finance","Mississippi","2016","SST","Revenue from state sources Total (%)","State and Local ","50.8"
"Annual Survey of School System Finance","Mississippi","2017","SST","Revenue from state sources Total (%)","State and Local ","50.8"
"Annual Survey of School System Finance","Mississippi","2018","SST","Revenue from state sources Total (%)","State and Local ","50.4"
"Annual Survey of School System Finance","Mississippi","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Missouri","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Missouri","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Missouri","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.3"
"Annual Survey of School System Finance","Missouri","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Missouri","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Missouri","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Missouri","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Missouri","2012","FST","Revenue from federal sources Total (%)","State and Local ","10.0"
"Annual Survey of School System Finance","Missouri","2013","FST","Revenue from federal sources Total (%)","State and Local ","8.9"
"Annual Survey of School System Finance","Missouri","2014","FST","Revenue from federal sources Total (%)","State and Local ","8.8"
"Annual Survey of School System Finance","Missouri","2015","FST","Revenue from federal sources Total (%)","State and Local ","9.0"
"Annual Survey of School System Finance","Missouri","2016","FST","Revenue from federal sources Total (%)","State and Local ","8.6"
"Annual Survey of School System Finance","Missouri","2017","FST","Revenue from federal sources Total (%)","State and Local ","8.4"
"Annual Survey of School System Finance","Missouri","2018","FST","Revenue from federal sources Total (%)","State and Local ","7.9"
"Annual Survey of School System Finance","Missouri","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","4.1"
"Annual Survey of School System Finance","Missouri","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","4.1"
"Annual Survey of School System Finance","Missouri","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Missouri","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","3.9"
"Annual Survey of School System Finance","Missouri","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","3.9"
"Annual Survey of School System Finance","Missouri","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Missouri","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","3.9"
"Annual Survey of School System Finance","Missouri","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Missouri","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Missouri","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Missouri","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Missouri","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Missouri","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Missouri","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Missouri","2012","LST","Revenue from local sources Total (%)","State and Local ","48.6"
"Annual Survey of School System Finance","Missouri","2013","LST","Revenue from local sources Total (%)","State and Local ","48.9"
"Annual Survey of School System Finance","Missouri","2014","LST","Revenue from local sources Total (%)","State and Local ","49.2"
"Annual Survey of School System Finance","Missouri","2015","LST","Revenue from local sources Total (%)","State and Local ","48.8"
"Annual Survey of School System Finance","Missouri","2016","LST","Revenue from local sources Total (%)","State and Local ","49.2"
"Annual Survey of School System Finance","Missouri","2017","LST","Revenue from local sources Total (%)","State and Local ","49.5"
"Annual Survey of School System Finance","Missouri","2018","LST","Revenue from local sources Total (%)","State and Local ","50.4"
"Annual Survey of School System Finance","Missouri","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","39.7"
"Annual Survey of School System Finance","Missouri","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","40.3"
"Annual Survey of School System Finance","Missouri","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","40.6"
"Annual Survey of School System Finance","Missouri","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","40.4"
"Annual Survey of School System Finance","Missouri","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","40.0"
"Annual Survey of School System Finance","Missouri","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","40.8"
"Annual Survey of School System Finance","Missouri","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","41.2"
"Annual Survey of School System Finance","Missouri","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","27.1"
"Annual Survey of School System Finance","Missouri","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","27.8"
"Annual Survey of School System Finance","Missouri","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","27.5"
